W3,Kacie,14-Mar,11:50:38 AM,,,,,1 (entire video),,,,
W3,Kacie,14-Mar,11:51:50 AM,,,,,1 (entire video),,,,
W3,Kacie,14-Mar,11:52:50 AM,,,,,1 (50 seconds),,,,
W3,Kacie,14-Mar,11:53:42 AM,,,1,,,,,,
W3,Kacie,14-Mar,12:15:13 PM,,1,,,,,,,door opened
W3,Kacie,14-Mar,12:15:20 PM,,,,,,,1,,
W3,Kacie,14-Mar,12:15:27 PM,,1,,,,,,,
W3,Kacie,14-Mar,12:15:35 PM,,,,,,,1,,class letting out
W3,Kacie,14-Mar,12:15:43 PM,,,,,,,1,,
W3,Kacie,14-Mar,12:15:51 PM,,,,,,,1,,
W3,Kacie,14-Mar,12:16:01 PM,,,,,,,1,,
W3,Kacie,14-Mar,12:16:23 PM,,1,,,,,,,
W3,Kacie,14-Mar,12:17:12 PM,,1,,,,,,,
W3,Kacie,14-Mar,12:17:18 PM,,1,,,,,,,
W3,Kacie,14-Mar,12:17:57 PM,,,,,,,1,,
W3,Kacie,14-Mar,12:21:17 PM,,1,,,,,,,
W3,Kacie,14-Mar,1:50:38 PM,,,1,,,,,,
W3,Kacie,14-Mar,1:50:51 PM,,,,,,,,1,they move the door
W3,Kacie,14-Mar,1:51:01 PM,,,,,1,,,,person standing near the door opening and closing door
W3,Kacie,14-Mar,2:57:15 PM,,1,,,,,,,
W3,Kacie,14-Mar,3:03:59 PM,,,,,,1,,,
W3,Kacie,14-Mar,3:09:26 PM,1,,,,,,,,
W3,Kacie,14-Mar,3:13:01 PM,1,,,,,,,,
W3,Kacie,14-Mar,3:15:27 PM,1,,,,,,,,
W3,Kacie,14-Mar,3:16:06 PM,,1,,,,,,,
W3,Kacie,14-Mar,3:16:48 PM,1,,,,,,,,
W3,Kacie,14-Mar,3:16:58 PM,,,,1,,,,,
W3,Kacie,14-Mar,3:17:09 PM,,,,1,,,,,
W3,Kacie,14-Mar,3:18:34 PM,1,,,,,,,,
W3,Kacie,14-Mar,3:18:38 PM,1,,,,,,,,
W3,Kacie,14-Mar,3:18:43 PM,,,,,,,,1,
W3,Kacie,14-Mar,3:19:05 PM,,,,1,,,,,
W3,Kacie,14-Mar,3:19:31 PM,1,,,,,,,,
W3,Kacie,14-Mar,3:20:28 PM,1,,,,,,,,
W3,Kacie,14-Mar,3:20:42 PM,1,,,,,,,,
W3,Kacie,14-Mar,3:20:50 PM,,,1,,,,,,
W3,Kacie,14-Mar,3:21:38 PM,,1,,,,,,,
W3,Kacie,14-Mar,3:21:50 PM,1,,,,,,,,
W3,Kacie,14-Mar,3:22:01 PM,1,,,,,,,,
W3,Kacie,14-Mar,3:23:25 PM,1,,,,,,,,
W3,Kacie,14-Mar,3:24:47 PM,1,,,,,,,,
W3,Kacie,14-Mar,3:25:38 PM,,,,1,,,,,
W3,Kacie,14-Mar,3:25:44 PM,,,,1,,,,,
W3,Kacie,14-Mar,3:30:42 PM,,,1,,,,,,passes by and moves door
W3,Kacie,14-Mar,3:31:22 PM,,1,,,,,,,
W3,Kacie,14-Mar,3:31:33 PM,1,,,,,,,,
W3,Kacie,14-Mar,3:32:26 PM,1,,,,,,,,
W3,Kacie,14-Mar,3:34:28 PM,1,,,,,,,,
W3,Kacie,14-Mar,3:35:56 PM,,,,,1 (5 seconds),,,,
W3,Kacie,14-Mar,3:36:04 PM,1,1,,,,,,,walks barely out of the door and then walks back in
W3,Kacie,14-Mar,3:37:30 PM,,,,1,,,,,
W3,Kacie,14-Mar,3:37:41 PM,,,,,1,,,,teacher rolls chair in front of door and  sits in it
W3,Kacie,14-Mar,3:40:19 PM,,,,,1,,,,teacher still sitting in chair
W3,Kacie,14-Mar,3:42:38 PM,,,,,1,,,,teacher sitting in chair in front of doorway
W3,Kacie,14-Mar,3:44:24 PM,,,,,1,,,,
W3,Kacie,14-Mar,3:47:29 PM,,,,,1,,,,
W3,Kacie,14-Mar,3:58:50 PM,,,,,1(8 seconds),,,,
W3,Kacie,14-Mar,3:49:00 PM,,,,1,,,,,teacher gets out of chair and rolls it away
W3,Kacie,14-Mar,3:49:12 PM,,1,,,,,,,
W3,Kacie,14-Mar,3:49:17 PM,,1,,,,,,,
W3,Kacie,14-Mar,3:50:24 PM,,,,,,,1,,
W3,Kacie,14-Mar,4:00:42 PM,,,,,1 (25 seconds),,,,
W3,Kacie,14-Mar,4:01:09 PM,,,,,,,1,,
W3,Kacie,14-Mar,4:01:20 PM,,,,1,,,,,
W3,Kacie,14-Mar,4:04:11 PM,,1,,,,,,,
W3,Kacie,14-Mar,4:16:32 PM,,1,,,,,,,
W3,Kacie,14-Mar,4:17:31 PM,,1,,,,,,,
W3,Kacie,14-Mar,4:18:35 PM,,,,,1 (25 seonds),,,,a guy is moving alot around the doorway 
W3,Kacie,14-Mar,4:19:00 PM,,1,,,,,,,
W3,Kacie,14-Mar,4:19:13 PM,,,,,1 (35 seconds),,,,
W3,Kacie,14-Mar,4:19:25 PM,,,,,,,1,,
W3,Kacie,14-Mar,4:21:42 PM,,,,,,,1,,
W3,Kacie,14-Mar,4:38:21 PM,,,,,1,,,,Kacie changing cameras out
W3,Kacie,14-Mar,7:32:34 PM,,,,,1,,,,nicole puts a camera up
W3,Kacie,14-Mar,7:37:28 PM,,1,,,,,,,
W3,Kacie,14-Mar,7:58:21 PM,1,,,,,,,,
W3,Kacie,14-Mar,7:58:33 PM,,1,,,,,,,
W3,Kacie,14-Mar,7:59:02 PM,1,,,,,,,,
W3,Kacie,14-Mar,7:59:15 PM,,1,,,,,,,
W3,Kacie,14-Mar,8:01:22 PM,1,,,,,,,,
W3,Kacie,14-Mar,8:01:35 PM,,1,,,,,,,
W3,Kacie,18-Mar,7:22:40 AM,1,,,,,,,,
W3,Kacie,18-Mar,7:22:58 AM,,1,,,,,,,
W3,Kacie,19-Mar,1:35:18 PM,1,,,,,,,,
W3,Kacie,19-Mar,1:35:28 PM,,1,,,,,,,
W3,Kacie,19-Mar,10:23:12 PM,,,,,1,,,,nicole taking down camera
W3,Kacie,19-Mar,10:38:12 PM,1,,,,,,,,
W3,Kacie,19-Mar,10:38:22 PM,,1,,,,,,,
W3,Kacie,19-Mar,10:38:43 PM,1,,,,,,,,
W3,Kacie,19-Mar,10:38:55 PM,,1,,,,,,,
W3,Kacie,19-Mar,10:39:15 PM,1,,,,,,,,
W3,Kacie,19-Mar,10:39:26 PM,,1,,,,,,,
